rainfall_mm,slope_deg,susceptibility,soil_saturation,past_incidents,risk_probability,slide_occurred
42.1,39.8,0.53,0.351,7,0.534,1
16.7,24.4,0.243,0.193,4,0.139,0
78.1,43.2,0.524,0.284,4,0.645,1
139.6,25.4,0.655,0.37,3,0.674,1
77.5,41.9,0.264,0.342,7,0.627,1
0.1,46.1,0.55,0.266,6,0.625,1
45.5,43.6,0.296,0.225,2,0.406,0
2.4,37.5,0.408,0.149,4,0.403,0
13.4,32.7,0.218,0.262,3,0.212,0
2.8,29.2,0.241,0.184,2,0.169,0
41.7,49.7,0.322,0.121,3,0.457,0
52.2,28.0,0.398,0.28,1,0.23,0
5.5,24.6,0.216,0.284,2,0.166,0
21.8,41.7,0.467,0.198,3,0.331,0
27.4,27.0,0.197,0.05,2,0.105,0
20.7,25.5,0.445,0.229,4,0.163,0
5.8,20.6,0.522,0.148,5,0.291,0
24.4,30.2,0.28,0.061,2,0.177,0
62.6,34.2,0.638,0.162,4,0.374,0
3.3,37.4,0.377,0.236,3,0.256,0
3.8,44.5,0.387,0.1,2,0.345,0
19.7,40.3,0.57,0.123,6,0.507,1
127.9,33.1,0.507,0.446,1,0.672,1
49.7,33.0,0.426,0.214,2,0.224,0
51.1,40.1,0.121,0.277,4,0.347,0
20.2,47.7,0.464,0.181,3,0.491,0
40.5,36.3,0.085,0.149,1,0.132,0
0.5,30.3,0.211,0.11,3,0.128,0
45.5,25.1,0.157,0.292,2,0.165,0
110.0,20.5,0.499,0.41,4,0.442,0
42.7,41.7,0.303,0.243,3,0.373,0
93.1,40.8,0.48,0.522,2,0.674,1
57.9,40.8,0.182,0.344,1,0.354,0
5.8,33.7,0.284,0.232,2,0.165,0
104.7,49.1,0.192,0.381,1,0.69,1
3.1,30.2,0.691,0.175,3,0.294,0
34.4,44.6,0.23,0.196,0,0.241,0
6.9,34.6,0.249,0.228,4,0.255,0
0.5,28.9,0.627,0.142,2,0.187,0
24.7,40.9,0.447,0.225,1,0.383,0
15.7,39.1,0.449,0.2,3,0.326,0
29.9,38.6,0.251,0.218,1,0.236,0
38.7,35.8,0.484,0.475,5,0.45,0
2.0,34.6,0.297,0.101,1,0.142,0
5.9,58.9,0.468,0.11,3,0.687,1
36.8,46.8,0.568,0.291,3,0.642,1
18.9,42.2,0.413,0.147,1,0.308,0
58.8,36.1,0.726,0.264,5,0.534,1
47.5,45.1,0.521,0.174,6,0.56,1
84.1,40.2,0.374,0.385,0,0.417,0
53.1,35.3,0.792,0.314,5,0.557,1
25.3,32.0,0.104,0.184,3,0.172,0
50.3,34.2,0.288,0.325,2,0.198,0
14.5,10.0,0.477,0.05,3,0.099,0
16.5,37.1,0.473,0.132,1,0.234,0
70.0,30.1,0.038,0.3,1,0.226,0
26.6,50.9,0.323,0.118,3,0.458,0
72.1,35.2,0.5,0.178,4,0.384,0
77.8,23.1,0.429,0.307,3,0.184,0
87.7,34.5,0.645,0.41,2,0.567,1
111.8,24.5,0.301,0.513,3,0.476,0
25.4,39.7,0.713,0.165,3,0.448,0
17.3,37.9,0.333,0.249,1,0.176,0
39.3,44.6,0.577,0.293,2,0.465,0
20.9,27.1,0.257,0.296,3,0.155,0
41.4,35.3,0.824,0.218,3,0.502,1
55.0,21.3,0.323,0.135,3,0.167,0
52.5,42.0,0.657,0.278,2,0.457,0
21.1,40.2,0.395,0.118,3,0.314,0
8.2,40.0,0.775,0.111,2,0.384,0
25.3,35.0,0.211,0.185,3,0.198,0
6.9,39.1,0.548,0.139,3,0.373,0
99.4,51.0,0.792,0.393,4,0.986,1
19.1,32.1,0.423,0.251,2,0.258,0
7.6,36.4,0.466,0.138,2,0.239,0
1.2,24.1,0.339,0.184,4,0.204,0
46.7,26.3,0.066,0.26,0,0.089,0
45.6,36.0,0.114,0.331,0,0.171,0
18.7,46.0,0.598,0.179,5,0.582,1
3.3,32.4,0.33,0.151,1,0.159,0
23.7,32.6,0.233,0.175,2,0.126,0
16.8,30.9,0.95,0.176,2,0.367,0
50.9,29.7,0.142,0.206,4,0.275,0
41.9,37.9,0.3,0.177,1,0.179,0
20.4,20.0,0.034,0.26,1,0.038,0
11.1,47.8,0.162,0.089,3,0.275,0
199.2,28.3,0.686,0.589,4,0.976,1
27.2,42.2,0.344,0.295,3,0.394,0
52.5,22.3,0.57,0.244,2,0.164,0
6.8,41.7,0.637,0.232,1,0.394,0
29.9,41.7,0.275,0.173,7,0.456,0
1.3,38.8,0.133,0.069,4,0.21,0
31.7,25.1,0.37,0.096,3,0.137,0
149.6,37.5,0.499,0.604,6,0.901,1
21.8,23.2,0.493,0.11,1,0.091,0
1.8,32.5,0.851,0.214,3,0.372,0
1.4,45.3,0.841,0.073,7,0.755,1
22.1,43.0,0.49,0.307,3,0.415,0
7.8,35.2,0.319,0.345,1,0.317,0
1.1,25.3,0.224,0.05,1,0.133,0
63.5,41.5,0.714,0.211,4,0.558,1
27.6,35.2,0.254,0.276,1,0.097,0
15.4,11.8,0.552,0.227,6,0.129,0
103.7,42.8,0.544,0.454,1,0.741,1
5.6,34.8,0.255,0.117,1,0.179,0
140.5,47.0,0.466,0.637,3,0.93,1
17.0,24.0,0.336,0.199,2,0.111,0
98.7,10.0,0.269,0.283,3,0.164,0
41.6,37.8,0.227,0.227,3,0.256,0
78.9,37.9,0.489,0.238,2,0.371,0
186.1,18.1,0.267,0.712,2,0.592,1
15.3,25.2,0.274,0.133,2,0.183,0
146.1,60.0,0.279,0.53,5,0.954,1
22.2,31.9,0.375,0.164,1,0.192,0
21.9,42.3,0.711,0.152,5,0.599,1
18.7,28.5,0.267,0.05,3,0.114,0
35.1,14.1,0.377,0.28,2,0.068,0
7.5,33.3,0.692,0.272,1,0.321,0
36.3,32.3,0.301,0.161,4,0.202,0
35.1,31.0,0.215,0.108,0,0.122,0
64.6,33.9,0.345,0.365,4,0.441,0
80.7,37.6,0.491,0.207,4,0.518,1
26.1,33.5,0.268,0.309,3,0.242,0
16.2,22.4,0.449,0.115,3,0.179,0
13.5,39.9,0.554,0.093,6,0.438,0
9.7,15.5,0.472,0.193,1,0.129,0
2.7,14.5,0.057,0.073,3,0.01,0
18.9,42.4,0.692,0.137,4,0.506,1
14.2,40.1,0.211,0.211,5,0.252,0
152.7,34.4,0.262,0.312,7,0.827,1
36.7,21.0,0.46,0.367,3,0.162,0
19.2,27.9,0.536,0.198,4,0.291,0
39.1,32.4,0.825,0.138,7,0.54,1
6.7,19.0,0.204,0.084,0,0.053,0
26.4,27.6,0.489,0.291,2,0.177,0
44.3,41.5,0.548,0.301,4,0.528,1
30.2,49.3,0.309,0.331,1,0.429,0
23.1,30.8,0.694,0.149,3,0.273,0
229.1,42.6,0.363,0.708,3,0.983,1
95.5,15.9,0.496,0.407,3,0.229,0
43.9,41.6,0.712,0.308,2,0.526,1
37.9,27.0,0.513,0.329,0,0.148,0
43.6,38.1,0.549,0.194,2,0.457,0
10.1,32.5,0.049,0.164,2,0.176,0
22.6,48.2,0.2,0.154,1,0.352,0
1.8,26.3,0.486,0.15,2,0.186,0
29.0,41.3,0.372,0.274,1,0.331,0
35.2,32.2,0.555,0.1,2,0.24,0
11.6,33.4,0.188,0.266,0,0.16,0
149.6,33.2,0.179,0.408,5,0.696,1
108.1,26.5,0.087,0.378,3,0.394,0
57.6,34.9,0.76,0.384,2,0.471,0
34.3,34.4,0.694,0.256,4,0.432,0
91.8,37.4,0.188,0.391,3,0.449,0
6.3,35.8,0.416,0.07,4,0.292,0
70.3,43.0,0.344,0.231,4,0.522,1
6.0,44.2,0.242,0.239,2,0.195,0
71.1,24.5,0.189,0.269,1,0.142,0
14.5,43.7,0.223,0.144,1,0.169,0
94.3,23.1,0.647,0.447,3,0.403,0
129.7,40.9,0.707,0.369,5,0.889,1
7.2,41.2,0.603,0.188,2,0.434,0
28.0,15.9,0.441,0.219,3,0.13,0
178.3,35.9,0.182,0.566,3,0.788,1
29.7,30.3,0.383,0.178,5,0.298,0
89.6,27.4,0.743,0.313,3,0.432,0
40.0,48.5,0.515,0.157,1,0.445,0
21.2,28.5,0.13,0.238,1,0.144,0
15.1,26.9,0.393,0.132,4,0.256,0
10.2,35.8,0.147,0.251,1,0.208,0
64.6,41.9,0.552,0.283,2,0.507,1
22.0,33.6,0.218,0.117,2,0.283,0
32.2,46.7,0.244,0.206,2,0.326,0
30.5,40.3,0.521,0.188,2,0.31,0
38.7,13.2,0.038,0.321,0,0.075,0
90.3,29.7,0.25,0.331,0,0.307,0
177.7,29.4,0.183,0.543,2,0.663,1
23.6,39.8,0.272,0.318,5,0.456,0
79.1,10.0,0.453,0.375,2,0.078,0
65.1,60.0,0.588,0.435,4,0.958,1
38.3,40.3,0.709,0.34,4,0.598,1
140.6,36.5,0.447,0.407,2,0.712,1
10.1,46.8,0.565,0.253,2,0.493,0
5.2,58.4,0.263,0.284,3,0.745,1
86.6,43.7,0.034,0.475,0,0.457,0
26.0,44.5,0.392,0.29,2,0.315,0
84.5,36.3,0.432,0.424,3,0.494,0
100.6,33.6,0.303,0.361,3,0.463,0
2.9,30.2,0.393,0.09,2,0.167,0
96.7,26.7,0.355,0.348,3,0.348,0
26.8,28.1,0.29,0.079,3,0.112,0
32.1,21.5,0.498,0.332,2,0.215,0
44.3,34.2,0.576,0.231,5,0.442,0
117.4,18.2,0.533,0.527,6,0.542,1
0.9,36.9,0.422,0.054,4,0.249,0
29.2,34.6,0.297,0.305,2,0.206,0
52.4,36.5,0.136,0.233,4,0.182,0
57.7,29.8,0.446,0.182,2,0.233,0
53.1,60.0,0.562,0.404,4,0.979,1
6.5,48.6,0.22,0.254,3,0.428,0
16.0,22.6,0.517,0.204,6,0.23,0
20.0,37.3,0.247,0.199,1,0.202,0
73.4,28.9,0.833,0.357,2,0.391,0
14.7,24.9,0.203,0.2,1,0.092,0
10.6,21.6,0.206,0.111,1,0.088,0
142.1,39.3,0.581,0.449,6,0.934,1
0.4,28.2,0.272,0.308,3,0.238,0
275.8,44.7,0.695,0.99,2,0.978,1
50.8,44.9,0.476,0.394,3,0.526,1
79.3,48.7,0.653,0.373,1,0.771,1
15.7,26.5,0.213,0.16,2,0.214,0
0.6,39.8,0.243,0.088,0,0.13,0
60.3,41.3,0.417,0.232,1,0.38,0
80.8,30.3,0.568,0.294,4,0.467,0
60.7,27.3,0.082,0.464,0,0.135,0
6.9,51.1,0.584,0.311,3,0.682,1
63.0,37.3,0.449,0.357,5,0.504,1
65.9,41.4,0.52,0.227,2,0.452,0
48.4,26.8,0.291,0.334,2,0.208,0
65.4,22.8,0.682,0.283,5,0.398,0
84.2,29.3,0.128,0.174,1,0.214,0
42.8,33.8,0.482,0.273,1,0.192,0
4.2,24.4,0.645,0.092,2,0.159,0
30.1,34.9,0.186,0.156,2,0.198,0
3.6,18.1,0.077,0.138,1,0.131,0
23.6,23.8,0.628,0.165,2,0.157,0
23.5,41.7,0.579,0.202,5,0.487,0
3.1,41.0,0.335,0.151,2,0.21,0
19.3,31.1,0.415,0.05,3,0.214,0
5.3,24.8,0.445,0.284,1,0.271,0
74.3,24.7,0.611,0.245,1,0.213,0
132.8,31.3,0.433,0.384,1,0.61,1
3.4,41.4,0.199,0.132,3,0.239,0
139.7,44.3,0.189,0.467,1,0.717,1
33.3,30.0,0.668,0.344,3,0.332,0
16.0,23.5,0.121,0.209,2,0.119,0
3.6,37.7,0.563,0.204,7,0.386,0
31.2,26.8,0.274,0.245,0,0.184,0
71.2,29.8,0.055,0.335,2,0.23,0
55.3,48.3,0.537,0.304,4,0.686,1
2.3,43.3,0.454,0.05,2,0.28,0
3.4,36.6,0.387,0.138,2,0.239,0
23.2,22.3,0.273,0.297,2,0.148,0
15.7,37.1,0.774,0.502,1,0.519,1
11.9,45.6,0.399,0.081,0,0.31,0
14.8,31.2,0.334,0.218,1,0.214,0
73.2,48.5,0.219,0.275,2,0.578,1
119.2,47.9,0.181,0.592,2,0.772,1
23.4,51.6,0.524,0.096,2,0.513,1
106.5,38.1,0.312,0.448,6,0.72,1
17.5,40.9,0.017,0.078,0,0.119,0
29.1,49.1,0.24,0.192,2,0.367,0
11.5,39.5,0.622,0.174,4,0.442,0
46.0,30.0,0.539,0.343,2,0.292,0
173.8,30.5,0.252,0.469,2,0.761,1
41.6,37.4,0.598,0.3,2,0.367,0
19.9,22.1,0.674,0.198,4,0.224,0
47.0,33.6,0.742,0.281,3,0.42,0
5.9,46.0,0.644,0.24,1,0.503,1
98.8,13.1,0.36,0.278,2,0.169,0
31.5,50.3,0.489,0.288,3,0.595,1
26.8,46.2,0.452,0.167,6,0.585,1
39.7,30.4,0.659,0.33,2,0.255,0
44.1,40.4,0.475,0.28,6,0.449,0
3.4,35.0,0.116,0.141,4,0.214,0
51.6,47.3,0.058,0.223,1,0.366,0
12.5,44.8,0.584,0.245,6,0.513,1
56.3,21.0,0.303,0.382,7,0.268,0
77.8,40.9,0.38,0.289,3,0.5,0
73.3,32.9,0.127,0.23,1,0.139,0
36.2,35.8,0.071,0.29,2,0.197,0
33.0,27.7,0.541,0.111,5,0.209,0
6.9,52.5,0.7,0.062,3,0.644,1
67.2,45.4,0.406,0.222,3,0.49,0
14.2,27.6,0.502,0.15,3,0.147,0
30.9,21.7,0.348,0.115,2,0.074,0
15.1,31.1,0.583,0.05,3,0.219,0
6.5,39.3,0.589,0.074,3,0.418,0
44.7,37.4,0.604,0.306,3,0.451,0
2.5,47.5,0.446,0.054,1,0.373,0
62.1,42.9,0.228,0.268,2,0.39,0
17.2,44.7,0.357,0.346,1,0.342,0
0.0,38.3,0.562,0.146,4,0.372,0
32.2,21.1,0.455,0.253,4,0.222,0
2.2,33.0,0.279,0.079,3,0.22,0
14.5,45.6,0.525,0.357,7,0.702,1
55.2,34.5,0.289,0.236,4,0.321,0
2.9,40.0,0.325,0.139,3,0.374,0
82.3,31.8,0.547,0.447,3,0.48,0
0.2,24.7,0.577,0.136,7,0.266,0
12.8,33.8,0.189,0.184,1,0.153,0
60.8,38.1,0.503,0.269,2,0.329,0
17.1,28.4,0.252,0.168,3,0.263,0
4.8,32.6,0.325,0.191,2,0.25,0
20.1,25.6,0.075,0.241,1,0.116,0
14.2,46.2,0.72,0.132,2,0.63,1
83.2,32.1,0.669,0.283,2,0.444,0
16.9,49.5,0.753,0.141,6,0.767,1
70.0,50.3,0.544,0.201,8,0.86,1
100.1,34.2,0.276,0.256,4,0.491,0
25.6,24.9,0.393,0.234,1,0.167,0
108.3,14.1,0.156,0.478,3,0.225,0
21.3,20.3,0.651,0.269,6,0.214,0
149.7,21.3,0.427,0.309,2,0.602,1
4.2,48.8,0.411,0.14,5,0.598,1
52.3,36.2,0.55,0.184,3,0.401,0
30.6,38.9,0.27,0.233,2,0.346,0
22.1,12.8,0.252,0.168,3,0.121,0
45.1,23.0,0.223,0.303,4,0.204,0
54.8,43.9,0.348,0.276,3,0.403,0
0.2,37.9,0.307,0.05,4,0.229,0
8.2,33.5,0.329,0.092,3,0.122,0
56.2,40.6,0.487,0.282,4,0.466,0
49.4,51.4,0.654,0.272,3,0.692,1
152.2,32.8,0.577,0.393,4,0.858,1
64.4,35.7,0.633,0.177,4,0.448,0
135.5,36.9,0.38,0.471,3,0.678,1
54.6,58.9,0.509,0.165,1,0.772,1
15.9,14.0,0.276,0.054,1,0.153,0
5.0,41.8,0.732,0.126,4,0.506,1
68.5,33.9,0.347,0.271,5,0.342,0
46.5,40.7,0.664,0.188,3,0.402,0
2.2,28.4,0.422,0.099,2,0.085,0
20.1,34.5,0.34,0.198,5,0.317,0
141.4,42.1,0.52,0.422,2,0.832,1
31.2,60.0,0.703,0.229,3,0.921,1
25.5,43.1,0.263,0.179,2,0.273,0
27.5,26.5,0.341,0.228,2,0.151,0
10.5,30.8,0.155,0.245,0,0.075,0
20.7,30.5,0.67,0.265,2,0.274,0
20.8,17.0,0.187,0.302,2,0.045,0
2.4,31.7,0.758,0.223,7,0.439,0
65.7,42.3,0.693,0.322,3,0.68,1
24.2,22.3,0.21,0.172,2,0.133,0
77.7,45.5,0.259,0.3,3,0.545,1
85.5,39.9,0.617,0.279,4,0.716,1
10.7,27.7,0.406,0.175,0,0.121,0
48.2,33.6,0.026,0.318,1,0.175,0
28.8,51.0,0.362,0.159,5,0.57,1
95.5,42.3,0.405,0.37,5,0.679,1
10.9,35.1,0.577,0.121,4,0.271,0
51.0,32.6,0.188,0.286,2,0.213,0
42.1,35.8,0.864,0.204,4,0.548,1
15.7,29.9,0.595,0.128,3,0.244,0
6.6,14.0,0.82,0.111,4,0.147,0
47.5,55.4,0.476,0.301,4,0.842,1
60.4,36.6,0.028,0.283,2,0.236,0
17.1,39.0,0.372,0.156,2,0.238,0
46.6,34.4,0.484,0.28,3,0.279,0
22.6,27.6,0.1,0.17,0,0.041,0
56.2,33.1,0.09,0.371,2,0.279,0
10.0,19.0,0.588,0.095,2,0.091,0
99.4,57.8,0.157,0.367,2,0.791,1
15.2,22.7,0.577,0.073,4,0.16,0
20.6,24.7,0.362,0.17,2,0.128,0
2.7,30.6,0.619,0.05,2,0.261,0
5.3,47.9,0.43,0.222,5,0.548,1
32.6,35.1,0.508,0.287,4,0.459,0
14.0,22.6,0.15,0.245,3,0.137,0
81.2,47.5,0.618,0.342,5,0.9,1
0.7,42.3,0.845,0.081,5,0.651,1
21.4,40.4,0.526,0.136,1,0.301,0
18.5,42.2,0.104,0.316,1,0.307,0
0.9,58.9,0.241,0.267,3,0.751,1
6.0,56.9,0.59,0.174,1,0.764,1
24.0,28.1,0.567,0.165,2,0.283,0
30.6,51.2,0.672,0.331,7,0.854,1
23.3,38.8,0.229,0.149,1,0.159,0
34.1,40.0,0.176,0.248,2,0.228,0
40.7,18.1,0.156,0.353,1,0.17,0
0.4,33.3,0.316,0.084,3,0.253,0
28.1,26.9,0.339,0.282,4,0.19,0
149.0,43.3,0.676,0.539,3,0.847,1
32.9,45.7,0.37,0.224,3,0.421,0
50.9,14.3,0.485,0.189,5,0.126,0
16.8,34.8,0.584,0.131,1,0.207,0
66.9,46.2,0.448,0.329,1,0.477,0
66.7,33.1,0.485,0.192,3,0.251,0
33.2,42.3,0.112,0.238,3,0.371,0
167.9,38.5,0.407,0.585,1,0.807,1
6.0,38.4,0.762,0.243,0,0.422,0
0.8,32.3,0.392,0.05,2,0.161,0
66.2,22.8,0.254,0.41,1,0.114,0
74.1,23.8,0.309,0.458,3,0.264,0
5.8,42.1,0.441,0.196,2,0.313,0
13.9,35.2,0.485,0.099,1,0.191,0
0.8,33.6,0.437,0.126,3,0.232,0
15.6,30.8,0.503,0.183,5,0.252,0
66.8,31.9,0.692,0.327,1,0.28,0
32.8,45.5,0.328,0.228,0,0.304,0
19.3,31.6,0.664,0.217,1,0.274,0
20.9,21.6,0.468,0.192,2,0.097,0
0.1,42.4,0.428,0.171,2,0.325,0
16.0,33.0,0.396,0.151,2,0.257,0
46.8,35.3,0.158,0.232,2,0.211,0
164.6,51.1,0.726,0.488,4,0.99,1
84.5,34.8,0.283,0.501,3,0.434,0
1.1,37.9,0.345,0.27,2,0.231,0
103.0,23.2,0.929,0.435,2,0.493,0
68.8,32.8,0.382,0.417,5,0.377,0
68.2,41.1,0.402,0.373,3,0.497,0
27.6,19.4,0.197,0.229,6,0.214,0
22.8,37.0,0.169,0.083,1,0.196,0
16.2,36.0,0.05,0.167,1,0.139,0
3.1,35.4,0.036,0.13,1,0.186,0
11.7,45.4,0.521,0.087,0,0.323,0
12.7,38.3,0.296,0.061,4,0.265,0
29.8,49.8,0.007,0.259,0,0.154,0
61.9,25.1,0.781,0.32,7,0.425,0
28.9,36.4,0.621,0.124,4,0.298,0
2.7,35.8,0.31,0.097,3,0.243,0
142.4,24.3,0.696,0.575,3,0.724,1
128.7,44.6,0.576,0.38,4,0.846,1
69.2,58.2,0.39,0.325,2,0.839,1
213.6,34.8,0.124,0.633,2,0.733,1
35.4,40.1,0.348,0.273,3,0.299,0
148.1,35.8,0.325,0.427,2,0.703,1
3.5,27.9,0.235,0.165,1,0.145,0
20.5,16.8,0.453,0.211,7,0.262,0
11.5,27.9,0.575,0.195,3,0.192,0
9.8,21.1,0.378,0.179,5,0.229,0
6.8,52.0,0.106,0.194,0,0.322,0
43.8,33.8,0.184,0.428,4,0.304,0
68.4,31.5,0.789,0.515,4,0.571,1
38.9,43.9,0.071,0.19,1,0.232,0
7.2,23.8,0.396,0.05,1,0.126,0
75.0,27.3,0.301,0.373,1,0.244,0
45.5,35.7,0.482,0.271,4,0.328,0
22.1,45.3,0.466,0.286,2,0.44,0
50.5,40.0,0.412,0.291,3,0.457,0
13.5,37.5,0.624,0.186,0,0.269,0
19.1,35.8,0.495,0.285,0,0.238,0
112.3,39.0,0.403,0.513,4,0.783,1
15.4,37.0,0.468,0.075,5,0.304,0
28.6,24.7,0.681,0.151,4,0.229,0
99.4,35.5,0.389,0.373,4,0.591,1
55.4,24.3,0.648,0.287,6,0.386,0
2.9,35.8,0.634,0.139,3,0.219,0
7.2,30.2,0.181,0.201,1,0.106,0
0.4,60.0,0.193,0.231,0,0.551,1
44.9,34.6,0.487,0.392,2,0.311,0
26.7,21.0,0.688,0.259,1,0.107,0
6.5,33.7,0.251,0.097,7,0.328,0
142.6,40.2,0.445,0.471,3,0.846,1
33.9,51.7,0.509,0.223,2,0.649,1
12.5,29.1,0.041,0.22,3,0.196,0
31.2,19.2,0.507,0.254,5,0.219,0
51.2,43.2,0.242,0.434,4,0.46,0
3.6,21.2,0.401,0.121,4,0.156,0
14.5,30.6,0.08,0.215,2,0.132,0
74.0,32.4,0.235,0.511,1,0.222,0
27.7,34.3,0.408,0.168,6,0.378,0
35.6,41.9,0.39,0.245,0,0.275,0
25.5,28.2,0.278,0.134,6,0.182,0
2.0,32.3,0.364,0.161,3,0.229,0
8.2,34.9,0.505,0.107,2,0.216,0
26.5,36.5,0.416,0.296,3,0.226,0
10.6,36.0,0.164,0.186,4,0.186,0
2.3,39.4,0.131,0.081,1,0.142,0
83.5,43.4,0.594,0.412,2,0.681,1
178.8,38.9,0.474,0.582,4,0.94,1
70.9,39.5,0.475,0.392,1,0.456,0
86.5,19.2,0.339,0.26,3,0.248,0
12.5,35.5,0.235,0.209,2,0.2,0
145.6,39.8,0.221,0.552,0,0.792,1
9.9,42.3,0.54,0.139,3,0.414,0
136.1,28.1,0.199,0.367,0,0.472,0
236.8,28.4,0.446,0.699,2,0.82,1
56.0,29.3,0.461,0.379,1,0.207,0
178.7,40.4,0.147,0.657,3,0.858,1
37.9,45.3,0.326,0.204,1,0.249,0
13.5,30.9,0.533,0.079,2,0.174,0
25.9,44.1,0.361,0.176,3,0.44,0
40.5,36.2,0.078,0.207,2,0.206,0
3.4,33.8,0.711,0.194,5,0.405,0
43.8,32.9,0.355,0.244,0,0.216,0
178.8,42.5,0.174,0.507,1,0.836,1
9.5,38.3,0.753,0.26,4,0.48,0
70.8,57.8,0.14,0.326,4,0.766,1
107.3,26.5,0.489,0.435,2,0.389,0
129.5,40.2,0.418,0.314,4,0.787,1
145.0,29.7,0.259,0.294,1,0.524,1
33.2,26.3,0.152,0.112,0,0.137,0
170.4,34.9,0.627,0.509,4,0.87,1
63.7,36.4,0.32,0.345,3,0.314,0
7.9,60.0,0.529,0.05,5,0.816,1
29.2,33.2,0.046,0.345,4,0.249,0
57.0,23.7,0.582,0.297,4,0.207,0
12.8,37.7,0.648,0.289,0,0.289,0
46.1,14.3,0.51,0.187,1,0.101,0
49.4,34.1,0.222,0.306,0,0.235,0
8.0,35.2,0.334,0.175,3,0.132,0
37.5,42.9,0.437,0.303,2,0.429,0
66.5,44.7,0.337,0.286,2,0.435,0
31.1,30.0,0.285,0.26,3,0.183,0
0.5,33.5,0.65,0.239,2,0.257,0
0.4,27.3,0.233,0.099,2,0.116,0
19.9,23.7,0.666,0.216,2,0.2,0
117.3,38.1,0.292,0.273,3,0.588,1
11.7,22.3,0.436,0.233,1,0.185,0
45.3,30.9,0.641,0.412,3,0.376,0
11.3,25.0,0.191,0.077,1,0.111,0
17.5,40.5,0.239,0.183,4,0.302,0
84.8,53.0,0.309,0.418,2,0.8,1
58.7,22.0,0.378,0.29,2,0.217,0
4.5,16.5,0.756,0.174,7,0.186,0
25.2,33.8,0.088,0.178,1,0.121,0
1.3,35.2,0.308,0.119,1,0.194,0
29.5,37.2,0.333,0.212,9,0.519,1
48.9,30.5,0.53,0.267,6,0.363,0
5.7,33.0,0.333,0.069,2,0.141,0
15.3,38.7,0.164,0.181,3,0.243,0
22.8,45.4,0.366,0.329,3,0.517,1
113.4,15.4,0.2,0.381,1,0.254,0
225.0,31.3,0.611,0.576,5,0.848,1
2.1,37.1,0.776,0.143,4,0.449,0
64.4,25.8,0.46,0.243,2,0.238,0
20.9,52.3,0.136,0.092,2,0.362,0
22.4,28.6,0.177,0.213,4,0.242,0
63.2,34.6,0.318,0.241,1,0.271,0
112.8,40.6,0.688,0.363,9,0.908,1
135.7,29.1,0.171,0.479,1,0.531,1
38.7,16.5,0.317,0.118,4,0.061,0
19.9,30.7,0.066,0.057,2,0.183,0
69.7,45.3,0.416,0.366,6,0.672,1
13.0,31.6,0.134,0.05,1,0.108,0
37.4,26.5,0.144,0.159,1,0.099,0
20.0,44.3,0.64,0.053,5,0.533,1
48.1,31.7,0.422,0.223,5,0.269,0
12.4,29.9,0.503,0.213,2,0.159,0
9.6,36.5,0.208,0.181,2,0.198,0
112.7,42.7,0.663,0.604,7,0.909,1
4.8,58.8,0.565,0.248,7,0.931,1
31.7,43.3,0.399,0.15,2,0.306,0
11.2,46.6,0.181,0.08,3,0.374,0
1.8,29.9,0.67,0.371,5,0.399,0
1.7,24.7,0.145,0.239,1,0.136,0
8.7,35.6,0.437,0.217,3,0.248,0
90.7,36.1,0.102,0.368,8,0.679,1
14.9,24.2,0.764,0.207,6,0.292,0
135.2,33.2,0.359,0.347,2,0.609,1
39.2,39.0,0.129,0.254,1,0.243,0
25.8,38.6,0.102,0.216,1,0.199,0
39.0,40.0,0.621,0.169,3,0.385,0
32.7,37.9,0.277,0.183,2,0.325,0
64.0,29.9,0.037,0.421,1,0.223,0
14.9,29.9,0.342,0.175,5,0.241,0
19.6,23.0,0.881,0.361,2,0.346,0
101.0,52.8,0.264,0.246,4,0.816,1
131.7,35.1,0.858,0.416,5,0.901,1
100.4,32.8,0.718,0.26,2,0.632,1
24.5,25.7,0.528,0.11,4,0.228,0
68.2,60.0,0.196,0.243,3,0.797,1
29.1,24.3,0.536,0.243,4,0.198,0
31.0,30.7,0.347,0.244,3,0.219,0
10.3,39.2,0.401,0.12,2,0.235,0
40.2,41.0,0.242,0.066,5,0.39,0
9.3,44.6,0.269,0.29,2,0.279,0
18.1,53.1,0.458,0.169,1,0.592,1
86.9,40.1,0.454,0.263,3,0.486,0
10.4,24.4,0.058,0.196,0,0.087,0
3.3,32.4,0.611,0.174,2,0.228,0
3.2,38.1,0.331,0.132,4,0.261,0
127.2,55.7,0.218,0.459,1,0.925,1
31.8,21.0,0.653,0.132,5,0.213,0
23.7,47.0,0.351,0.266,4,0.47,0
74.9,36.8,0.321,0.245,0,0.271,0
81.3,43.4,0.509,0.291,2,0.533,1
18.2,34.0,0.299,0.244,2,0.185,0
53.2,26.6,0.057,0.371,1,0.084,0
66.4,42.5,0.182,0.432,2,0.385,0
47.8,41.5,0.653,0.346,3,0.584,1
7.4,44.7,0.139,0.141,4,0.325,0
93.9,34.9,0.518,0.246,1,0.483,0
34.9,29.0,0.486,0.344,2,0.325,0
14.9,19.4,0.558,0.295,5,0.179,0
24.9,43.2,0.363,0.154,2,0.28,0
1.7,39.2,0.171,0.228,1,0.247,0
6.2,25.3,0.313,0.138,2,0.145,0
65.3,29.6,0.326,0.422,2,0.297,0
0.0,30.3,0.713,0.109,2,0.244,0
